path	ext	bytes	category	target_module_hint
3rd_party_libs/stringTemplate/html_template/t/if3.tmpl	.tmpl	253	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/if3.txt	.txt	38	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/if4.tmpl	.tmpl	446	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/if4.txt	.txt	111	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/if_and_vars.tmpl	.tmpl	367	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/if_and_vars.txt	.txt	227	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/if_else.tmpl	.tmpl	207	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/if_else.txt	.txt	94	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/if_else2.tmpl	.tmpl	625	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/if_else2.txt	.txt	869	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/if_else3.tmpl	.tmpl	335	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/if_else3.txt	.txt	215	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/included with a space.txt	.txt	28	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/included.txt	.txt	54	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/included2.txt	.txt	30	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/includer.tmpl	.tmpl	116	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/includer.txt	.txt	146	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/includer2.tmpl	.tmpl	147	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/includer2.txt	.txt	143	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/loop.tmpl	.tmpl	316	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/loop.txt	.txt	792	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/loop_globals.tmpl	.tmpl	631	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/loop_globals.txt	.txt	1035	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/loop_with_if.tmpl	.tmpl	628	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/loop_with_if.txt	.txt	667	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/malformed_tag1.tmpl	.tmpl	50	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/malformed_tag1.txt	.txt	20	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/malformed_tag2.tmpl	.tmpl	31	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/malformed_tag3.tmpl	.tmpl	21	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/malformed_tag3.txt	.txt	11	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/malformed_tag4.tmpl	.tmpl	27	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/malformed_tag4.txt	.txt	11	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/malformed_tag5.tmpl	.tmpl	18	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/malformed_tag5.txt	.txt	11	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/name_var.tmpl	.tmpl	97	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/name_var.txt	.txt	86	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/nested_loop.tmpl	.tmpl	246	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/nested_loop.txt	.txt	921	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/no_name.tmpl	.tmpl	42	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/no_name.txt	.txt	15	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/open_loop.tmpl	.tmpl	57	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/overlapping_ifs.tmpl	.tmpl	160	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/simple.tmpl	.tmpl	663	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/simple.txt	.txt	1133	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/simple2.tmpl	.tmpl	901	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/simple2.txt	.txt	1158	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/unless.tmpl	.tmpl	359	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/unless.txt	.txt	60	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/unless_else.tmpl	.tmpl	145	TEMPLATE_TO_RESOURCE_OR_ST	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/t/unless_else.txt	.txt	24	TEXT_RESOURCE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/test.cpp	.cpp	9879	PORT_CPP_TO_JAVA	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/test.h	.h	677	PORT_HEADER_TO_JAVA	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/vs/CGI Template/CGI Template.sln	.sln	902	IDE_PROJECT_FILE	cslc-stringtemplate
3rd_party_libs/stringTemplate/html_template/vs/CGI Template/CGI Template/CGI Template.vcproj	.vcproj	4032	IDE_PROJECT_FILE	cslc-stringtemplate
Doxygen_README	(noext)	228	OTHER	cslc-core
antlr/antlr.jar	.jar	443876	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ANTLRError.java	.java	537	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ANTLRException.java	.java	591	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ANTLRGrammarParseBehavior.java	.java	3490	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ANTLRHashString.java	.java	2852	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ANTLRLexer.java	.java	37865	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ANTLRParser.java	.java	53032	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ANTLRStringBuffer.java	.java	2129	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ANTLRTokdefLexer.java	.java	16004	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ANTLRTokdefParser.java	.java	5877	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ANTLRTokdefParserTokenTypes.java	.java	365	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ANTLRTokenTypes.java	.java	1459	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ASTFactory.java	.java	12591	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ASTIterator.java	.java	2371	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ASTNULLType.java	.java	1925	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ASTPair.java	.java	1304	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ASTVisitor.java	.java	339	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ASdebug/ASDebugStream.java	.java	818	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ASdebug/IASDebugStream.java	.java	640	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ASdebug/TokenOffsetInfo.java	.java	442	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ActionElement.java	.java	798	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ActionTransInfo.java	.java	829	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/Alternative.java	.java	2124	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/AlternativeBlock.java	.java	7620	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/AlternativeElement.java	.java	975	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/BaseAST.java	.java	14862	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/BlockContext.java	.java	985	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/BlockEndElement.java	.java	889	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/BlockWithImpliedExitPath.java	.java	747	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ByteBuffer.java	.java	1725	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CSharpBlockFinishingInfo.java	.java	1003	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CSharpCharFormatter.java	.java	2932	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CSharpCodeGenerator.java	.java	130003	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CSharpNameSpace.java	.java	1335	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CharBuffer.java	.java	1770	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CharFormatter.java	.java	562	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CharLiteralElement.java	.java	806	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CharQueue.java	.java	2783	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CharRangeElement.java	.java	1482	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CharScanner.java	.java	12452	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CharStreamException.java	.java	552	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CharStreamIOException.java	.java	545	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CodeGenerator.java	.java	24440	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CommonAST.java	.java	1245	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CommonASTWithHiddenTokens.java	.java	1310	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CommonHiddenStreamToken.java	.java	1013	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CommonToken.java	.java	1123	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CppBlockFinishingInfo.java	.java	1012	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CppCharFormatter.java	.java	2782	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/CppCodeGenerator.java	.java	147840	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/DefaultFileLineFormatter.java	.java	824	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/DefaultJavaCodeGeneratorPrintWriterManager.java	.java	2256	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/DefaultToolErrorHandler.java	.java	4373	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/DefineGrammarSymbols.java	.java	34071	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/DiagnosticCodeGenerator.java	.java	32565	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/DocBookCodeGenerator.java	.java	27178	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/DumpASTVisitor.java	.java	1737	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ExceptionHandler.java	.java	670	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ExceptionSpec.java	.java	741	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/FileCopyException.java	.java	375	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/FileLineFormatter.java	.java	796	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/Grammar.java	.java	9618	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/GrammarAnalyzer.java	.java	1541	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/GrammarAtom.java	.java	1800	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/GrammarElement.java	.java	1608	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/GrammarSymbol.java	.java	610	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/HTMLCodeGenerator.java	.java	26491	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ImportVocabTokenManager.java	.java	3302	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/InputBuffer.java	.java	3919	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/JavaBlockFinishingInfo.java	.java	1055	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/JavaCharFormatter.java	.java	3248	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/JavaCodeGenerator.java	.java	147631	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/JavaCodeGeneratorPrintWriterManager.java	.java	733	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/LLkAnalyzer.java	.java	47198	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/LLkGrammarAnalyzer.java	.java	1601	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/LLkParser.java	.java	2325	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/LexerGrammar.java	.java	6132	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/LexerSharedInputState.java	.java	1692	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/Lookahead.java	.java	6498	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/MakeGrammar.java	.java	32576	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/Makefile	(noext)	25639	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/Makefile.in	.in	13350	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/MismatchedCharException.java	.java	4481	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/MismatchedTokenException.java	.java	6089	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/NameSpace.java	.java	1800	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/NoViableAltException.java	.java	1157	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/NoViableAltForCharException.java	.java	1727	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/OneOrMoreBlock.java	.java	698	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ParseTree.java	.java	1335	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ParseTreeRule.java	.java	1765	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ParseTreeToken.java	.java	620	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/Parser.java	.java	12892	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ParserGrammar.java	.java	3238	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ParserSharedInputState.java	.java	965	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/PreservingFileWriter.java	.java	3386	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/PrintWriterWithSMAP.java	.java	4381	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/PythonBlockFinishingInfo.java	.java	979	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/PythonCharFormatter.java	.java	1842	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/PythonCodeGenerator.java	.java	126073	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/RecognitionException.java	.java	1745	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/RuleBlock.java	.java	7345	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/RuleEndElement.java	.java	873	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/RuleRefElement.java	.java	1920	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/RuleSymbol.java	.java	1323	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/SemanticException.java	.java	710	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/SimpleTokenManager.java	.java	4142	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/StringLiteralElement.java	.java	2177	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/StringLiteralSymbol.java	.java	571	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/StringUtils.java	.java	2811	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/SynPredBlock.java	.java	690	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/Token.java	.java	1590	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TokenBuffer.java	.java	3731	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TokenManager.java	.java	1585	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TokenQueue.java	.java	2819	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TokenRangeElement.java	.java	1376	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TokenRefElement.java	.java	1281	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TokenStream.java	.java	335	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TokenStreamBasicFilter.java	.java	1587	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TokenStreamException.java	.java	687	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TokenStreamHiddenTokenFilter.java	.java	5040	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TokenStreamIOException.java	.java	651	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TokenStreamRecognitionException.java	.java	681	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TokenStreamRetryException.java	.java	544	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TokenStreamRewriteEngine.java	.java	17805	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TokenStreamSelector.java	.java	3675	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TokenSymbol.java	.java	1016	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TokenWithIndex.java	.java	770	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/Tool.java	.java	22746	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ToolErrorHandler.java	.java	1558	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TreeBlockContext.java	.java	1263	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TreeElement.java	.java	919	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TreeParser.java	.java	5342	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TreeParserSharedInputState.java	.java	583	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TreeSpecifierNode.java	.java	1098	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/TreeWalkerGrammar.java	.java	2737	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/Utils.java	.java	1341	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/Version.java	.java	300	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/Version.java.in	.in	348	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/WildcardElement.java	.java	889	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/ZeroOrMoreBlock.java	.java	702	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/actions/cpp/ActionLexer.java	.java	65341	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/actions/cpp/ActionLexerTokenTypes.java	.java	662	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/actions/cpp/action.g	.g	10107	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/antlr.g	.g	21315	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/antlr.jar	.jar	450228	VENDOR_ANTLR2	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ANTLRError.class	.class	285	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ANTLRException.class	.class	486	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ANTLRGrammarParseBehavior.class	.class	2127	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ANTLRHashString.class	.class	1622	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ANTLRLexer.class	.class	18154	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ANTLRParser.class	.class	28589	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ANTLRStringBuffer.class	.class	1198	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ANTLRTokdefLexer.class	.class	8476	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ANTLRTokdefParser.class	.class	4133	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ANTLRTokdefParserTokenTypes.class	.class	584	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ANTLRTokenTypes.class	.class	2242	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ASTFactory.class	.class	5574	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ASTIterator.class	.class	964	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ASTNULLType.class	.class	1827	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ASTPair.class	.class	891	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
antlr/antlr/antlr/ASTVisitor.class	.class	152	BINARY_BUILD_ARTIFACT	(reference-only legacy ANTLR2)
